target_id,repo,fqcn,variant,candidate_source,manual_source,token_jaccard,codebleu,closeness_score,assertion_family_conformance,assertion_idiom_conformance,assertion_conformance,naming_style_conformance,naming_clarity,naming_conformance,fixture_reuse,import_conformance,conformance_score,style_distance,ts_assertion_roulette,ts_conditional_test_logic,ts_constructor_initialization,ts_default_test,ts_emptytest,ts_exception_catching_throwing,ts_general_fixture,ts_mystery_guest,ts_print_statement,ts_redundant_assertion,ts_sensitive_equality,ts_verbose_test,ts_sleepy_test,ts_eager_test,ts_lazy_test,ts_duplicate_assert,ts_unknown_test,ts_ignoredtest,ts_resource_optimism,ts_magic_number_test,ts_dependent_test,ts_total_rate,internal_duplicate_lines
T04_SubscriptionState,apache/kafka,org.apache.kafka.clients.consumer.internals.SubscriptionState,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T04_SubscriptionState/llm/org/apache/kafka/clients/consumer/internals/SubscriptionState_Sanitized_ESTest_Adopted_Top25.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T04_SubscriptionState/sources/SubscriptionState_Manual.java,0.27702702702702703,0.23514802722662465,0.2560875271268258,1.0,0.8036244800950684,0.9018122400475341,1.0,0.9742063492063493,0.9871031746031746,0.04395604395604396,0.5588235294117647,0.6229237470046294,0.3770762529953706,0.25925925925925924,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.7037037037037037,1.1481481481481481,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,4.0,0
T04_SubscriptionState,apache/kafka,org.apache.kafka.clients.consumer.internals.SubscriptionState,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T04_SubscriptionState/agentic/org/apache/kafka/clients/consumer/internals/SubscriptionState_Sanitized_ESTest_Adopted_Agentic_Top23.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T04_SubscriptionState/sources/SubscriptionState_Manual.java,0.328537170263789,0.30152855771873366,0.3150328639912613,1.0,0.8300653594771241,0.9150326797385621,1.0,0.986456176673568,0.993228088336784,0.05063291139240506,0.8,0.6897234198669377,0.31027658013306225,0.32,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.4,0.04,0.0,0.0,0.0,0.92,0.0,4.16,0
T05_AsyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.AsyncClientClass,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T05_AsyncClientClass/es/software/amazon/awssdk/codegen/poet/client/AsyncClientClass_Sanitized_ESTest_Top1.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T05_AsyncClientClass/sources/AsyncClientClass_Manual.java,0.2462686567164179,0.2888981188805311,0.26758338779847446,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.09090909090909091,0.08522727272727273,0.9147727272727273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0
T05_AsyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.AsyncClientClass,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T05_AsyncClientClass/llm/software/amazon/awssdk/codegen/poet/client/AsyncClientClass_Sanitized_ESTest_Adopted_Top1.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T05_AsyncClientClass/sources/AsyncClientClass_Manual.java,0.2878787878787879,0.31126759673530946,0.2995731923070487,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13043478260869565,0.08260869565217391,0.9173913043478261,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,0
T05_AsyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.AsyncClientClass,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T05_AsyncClientClass/agentic/software/amazon/awssdk/codegen/poet/client/AsyncClientClass_ESTest_Adopted_Agentic_Top2.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T05_AsyncClientClass/sources/AsyncClientClass_Manual.java,0.40714285714285714,0.6039146695427088,0.505528763342783,1.0,0.0,0.5,0.0,0.9666666666666666,0.4833333333333333,0.6666666666666666,0.59375,0.5609375,0.4390625,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.75,0
T06_SyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.SyncClientClass,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T06_SyncClientClass/es/software/amazon/awssdk/codegen/poet/client/SyncClientClass_Sanitized_ESTest_Top2.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T06_SyncClientClass/sources/SyncClientClass_Manual.java,0.24113475177304963,0.31290915134895647,0.27702195156100307,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.1111111111111111,0.1527777777777778,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12
T06_SyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.SyncClientClass,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T06_SyncClientClass/llm/software/amazon/awssdk/codegen/poet/client/SyncClientClass_ESTest_Adopted_Top1.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T06_SyncClientClass/sources/SyncClientClass_Manual.java,0.42424242424242425,0.6137817789750001,0.5190121016087121,0.0,0.0,0.0,1.0,1.0,1.0,0.4,0.38636363636363635,0.4465909090909091,0.553409090909091,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0
T06_SyncClientClass,aws/aws-sdk-java-v2,software.amazon.awssdk.codegen.poet.client.SyncClientClass,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T06_SyncClientClass/agentic/software/amazon/awssdk/codegen/poet/client/SyncClientClass_ESTest_Adopted_Agentic_Top3.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T06_SyncClientClass/sources/SyncClientClass_Manual.java,0.34591194968553457,0.5810283242103781,0.46347013694795636,0.75,0.0,0.375,0.0,0.9444444444444443,0.47222222222222215,0.18181818181818182,0.37777777777777777,0.35170454545454544,0.6482954545454546,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0
T07_ImplementationBridgeHelpers,azure/azure-sdk-for-java,com.azure.cosmos.implementation.ImplementationBridgeHelpers,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T07_ImplementationBridgeHelpers/es/com/azure/cosmos/implementation/ImplementationBridgeHelpers_Sanitized_ESTest_Top33.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T07_ImplementationBridgeHelpers/sources/ImplementationBridgeHelpers_Manual.java,0.07260726072607261,0.17728388038019138,0.12494557055313199,0.14285714285714285,0.0,0.07142857142857142,0.0,0.9644934190388735,0.48224670951943677,,0.0,0.18455842698266942,0.8154415730173306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.878787878787879,0
T07_ImplementationBridgeHelpers,azure/azure-sdk-for-java,com.azure.cosmos.implementation.ImplementationBridgeHelpers,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T07_ImplementationBridgeHelpers/llm/com/azure/cosmos/implementation/ImplementationBridgeHelpers_ESTest_Adopted_Top24.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T07_ImplementationBridgeHelpers/sources/ImplementationBridgeHelpers_Manual.java,0.08333333333333333,0.1698909187192477,0.12661212602629052,0.14285714285714285,0.0,0.07142857142857142,0.041666666666666664,1.0,0.5208333333333334,,0.0,0.1974206349206349,0.8025793650793651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.875,0
T07_ImplementationBridgeHelpers,azure/azure-sdk-for-java,com.azure.cosmos.implementation.ImplementationBridgeHelpers,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T07_ImplementationBridgeHelpers/agentic/com/azure/cosmos/implementation/ImplementationBridgeHelpers_Sanitized_ESTest_Adopted_Agentic_Top2.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T07_ImplementationBridgeHelpers/sources/ImplementationBridgeHelpers_Manual.java,0.6222222222222222,0.5280999396327721,0.5751610809274972,0.8571428571428571,0.39285714285714285,0.625,1.0,0.9666666666666666,0.9833333333333333,,0.8571428571428571,0.8218253968253967,0.17817460317460332,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0
T08_DefaultExporterResourceProvider,camunda-cloud/zeebe,io.camunda.exporter.DefaultExporterResourceProvider,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T08_DefaultExporterResourceProvider/es/io/camunda/exporter/DefaultExporterResourceProvider_Sanitized_ESTest_Top6.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T08_DefaultExporterResourceProvider/sources/DefaultExporterResourceProvider_Manual.java,0.15015015015015015,0.30634000079398754,0.22824507547206885,0.0,0.0,0.0,0.0,0.9930555555555555,0.49652777777777773,0.0,0.09090909090909091,0.14685921717171715,0.8531407828282829,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1666666666666665,0.0,0.0,0.0,0.0,1.0,0.0,5.166666666666667,12
T08_DefaultExporterResourceProvider,camunda-cloud/zeebe,io.camunda.exporter.DefaultExporterResourceProvider,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T08_DefaultExporterResourceProvider/llm/io/camunda/exporter/DefaultExporterResourceProvider_ESTest_Adopted_Top6.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T08_DefaultExporterResourceProvider/sources/DefaultExporterResourceProvider_Manual.java,0.38461538461538464,0.45442860846622063,0.41952199654080263,0.0,0.0,0.0,0.0,1.0,0.5,0.14634146341463414,0.5066666666666667,0.2882520325203252,0.7117479674796747,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,0.0,0.0,0.0,0.0,0.6,0.0,3.5,8
T08_DefaultExporterResourceProvider,camunda-cloud/zeebe,io.camunda.exporter.DefaultExporterResourceProvider,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T08_DefaultExporterResourceProvider/agentic/io/camunda/exporter/DefaultExporterResourceProvider_ESTest_Adopted_Agentic_Top5.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T08_DefaultExporterResourceProvider/sources/DefaultExporterResourceProvider_Manual.java,0.4965034965034965,0.6024230812831146,0.5494632888933055,1.0,0.0,0.5,1.0,1.0,1.0,0.3157894736842105,0.6935483870967742,0.6273344651952462,0.37266553480475384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
T09_AdminServerUiAutoConfiguration,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.config.AdminServerUiAutoConfiguration,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T09_AdminServerUiAutoConfiguration/es/de/codecentric/boot/admin/server/ui/config/AdminServerUiAutoConfiguration_Sanitized_ESTest_Top4.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T09_AdminServerUiAutoConfiguration/sources/AdminServerUiAutoConfiguration_Manual.java,0.20652173913043478,0.26327326971967113,0.23489750442505297,0.0,0.0,0.0,0.25,0.1810897435897436,0.2155448717948718,,0.1111111111111111,0.10888532763532764,0.8911146723646723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.75,10
T09_AdminServerUiAutoConfiguration,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.config.AdminServerUiAutoConfiguration,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T09_AdminServerUiAutoConfiguration/llm/de/codecentric/boot/admin/server/ui/config/AdminServerUiAutoConfiguration_Sanitized_ESTest_Adopted_Top2.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T09_AdminServerUiAutoConfiguration/sources/AdminServerUiAutoConfiguration_Manual.java,0.21893491124260356,0.19186642269227105,0.2054006669674373,0.0,0.0,0.0,1.0,1.0,1.0,,0.1111111111111111,0.3703703703703704,0.6296296296296295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0
T09_AdminServerUiAutoConfiguration,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.config.AdminServerUiAutoConfiguration,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T09_AdminServerUiAutoConfiguration/agentic/de/codecentric/boot/admin/server/ui/config/AdminServerUiAutoConfiguration_Sanitized_ESTest_Adopted_Agentic_Top2.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T09_AdminServerUiAutoConfiguration/sources/AdminServerUiAutoConfiguration_Manual.java,0.2562814070351759,0.27470768924471356,0.2654945481399447,1.0,1.0,1.0,1.0,1.0,1.0,,0.2,0.7333333333333334,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334,6
T10_UiController,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.web.UiController,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T10_UiController/es/de/codecentric/boot/admin/server/ui/web/UiController_Sanitized_ESTest_Top6.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T10_UiController/sources/UiController_Manual.java,0.20224719101123595,0.30182227055102306,0.2520347307811295,0.07692307692307693,0.0,0.038461538461538464,0.0,0.6944444444444445,0.34722222222222227,0.0,0.125,0.1276709401709402,0.8723290598290598,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,18
T10_UiController,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.web.UiController,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T10_UiController/llm/de/codecentric/boot/admin/server/ui/web/UiController_ESTest_Adopted_Top4.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T10_UiController/sources/UiController_Manual.java,0.3469387755102041,0.36105767697645197,0.353998226243328,0.07692307692307693,0.0,0.038461538461538464,0.0,1.0,0.5,0.14285714285714285,0.5,0.29532967032967034,0.7046703296703296,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.0,0
T10_UiController,codecentric/spring-boot-admin,de.codecentric.boot.admin.server.ui.web.UiController,Agentic-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T10_UiController/agentic/de/codecentric/boot/admin/server/ui/web/UiController_ESTest_Adopted_Agentic_Top3.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T10_UiController/sources/UiController_Manual.java,0.4825174825174825,0.6390128485607044,0.5607651655390935,0.9230769230769231,0.6826923076923077,0.8028846153846154,1.0,1.0,1.0,0.1,0.7222222222222222,0.6562767094017095,0.34372329059829054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
T11_DropwizardResourceConfig,dropwizard/dropwizard,io.dropwizard.jersey.DropwizardResourceConfig,ES-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T11_DropwizardResourceConfig/es/io/dropwizard/jersey/DropwizardResourceConfig_Sanitized_ESTest_Top4.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T11_DropwizardResourceConfig/sources/DropwizardResourceConfig_Manual.java,0.15384615384615385,0.12871248472202781,0.14127931928409082,0.0,0.0,0.0,0.1111111111111111,0.9375,0.5243055555555556,0.0,0.0,0.1310763888888889,0.8689236111111112,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.25,0.0,0.0,0.0,0.0,1.0,0.0,7.25,0
T11_DropwizardResourceConfig,dropwizard/dropwizard,io.dropwizard.jersey.DropwizardResourceConfig,LLM-based,/private/tmp/integrateme-rp-main-merge/experiments/rq2/inputs/candidates/T11_DropwizardResourceConfig/llm/io/dropwizard/jersey/DropwizardResourceConfig_Sanitized_ESTest_Adopted_Top4.java,/private/tmp/integrateme-rp-main-merge/experiments/tests/T11_DropwizardResourceConfig/sources/DropwizardResourceConfig_Manual.java,0.5566037735849056,0.43272137311395975,0.4946625733494327,0.0,0.0,0.0,0.1111111111111111,1.0,0.5555555555555556,0.6857142857142857,0.7058823529411765,0.4867880485527545,0.5132119514472455,0.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.8571428571428572,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,4.142857142857143,0
